,Unnamed: 0,Unnamed: 0.1,title,address,categoryName,lat,lon,totalScore,reviewsCount,price,price_cont,our_rating,star_nr,categories_tuple,geometry,index_right,neighbourhood,neighbourhood_group,final_categories
816,811,53210,KiK Berlin Lichterfelde,"Ferdinandstraße 34, 12209 Berlin, Germany",Clothing store,52.42799,13.3285812,4.0,78,,,4.07,56,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.322885665260387 52.431399835852865),117,Ostpreußendamm,Steglitz - Zehlendorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
817,812,53266,Hermann Stottrop u.Söhne oHG,"Kranoldpl. 1, 12209 Berlin, Germany",Clothing store,52.4277945,13.3273569,4.7,3,,,4.67,9,"('Clothing store',)",POINT (13.32166115596855 52.43120425668169),117,Ostpreußendamm,Steglitz - Zehlendorf,['General clothing store']
818,813,53275,Ernsting´s family,"Lausanner Str. 80, 12205 Berlin, Germany",Clothing store,52.4266046,13.3024993,4.5,19,,,4.33,24,"('Clothing store',)",POINT (13.29679894899787 52.430013035851886),57,Drakestr.,Steglitz - Zehlendorf,['General clothing store']
819,814,53299,Feingemacht Damen-Secondhand,"Hortensienstraße 12B, 12203 Berlin, Germany",Used clothing store,52.4483145,13.3054778,4.6,9,,,5.0,6,"('Used clothing store',)",POINT (13.299775216937377 52.4517253217866),57,Drakestr.,Steglitz - Zehlendorf,['Second hand clothing store']
820,815,53305,Orchestra,"Schloßstraße 34-36, 12163 Berlin, Germany",Children's clothing store,52.4575052,13.3200692,3.9,23,,,3.2,10,"(""Children's clothing store"", 'Baby store')",POINT (13.314368225716356 52.460917674526414),50,Schloßstr.,Steglitz - Zehlendorf,"['Baby clothing store', ""Children's clothing store""]"
821,816,53315,DeFacto Flagship-Store Berlin,"Tauentzienstraße 7, 10789 Berlin, Germany",Clothing store,52.5030846,13.3401225,4.4,40,,,4.38,120,"('Clothing store',)",POINT (13.334419477672142 52.50650274890417),111,Tiergarten Süd,Mitte,['General clothing store']
822,817,53435,TE Mode,"Schloßstraße 34, 12163 Berlin, Germany",Clothing store,52.4574347,13.3201607,2.9,11,,,2.33,6,"('Clothing store',)",POINT (13.314459752358841 52.46084717165501),50,Schloßstr.,Steglitz - Zehlendorf,['General clothing store']
823,818,53441,Diamond perfumeries GmbH,"Schloßstraße 88, 12163 Berlin, Germany",Perfume store,52.4574732,13.3217015,4.2,47,,,4.35,31,"('Perfume store',)",POINT (13.316000842679475 52.46088574989946),50,Schloßstr.,Steglitz - Zehlendorf,['Beauty supplies store']
824,819,53472,Tchibo im Supermarkt,"Bundesallee 96/103, 12161 Berlin, Germany",Coffee store,52.4655864,13.3285915,3.8,26,,,4.0,20,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.322891115239967 52.46900011999534),61,Friedenau,Tempelhof - Schöneberg,"[""Women's clothing store"", 'General clothing store']"
825,820,53492,DECATHLON Berlin-Schlossstraße,"Schloßstraße 110, 12163 Berlin, Germany",Sporting goods store,52.4610508,13.3251636,4.1,491,,,4.17,29,"('Sporting goods store', 'Bicycle repair shop', 'Bicycle Shop', 'Camping store', 'Fishing store', 'Exercise equipment store', 'Outdoor sports store', 'Running store', 'Soccer store', 'Sportswear store')",POINT (13.319463144106109 52.46446388629859),50,Schloßstr.,Steglitz - Zehlendorf,['Sportswear store']
826,821,53521,dm,"Schloßstraße 33-36, 12163 Berlin, Germany",Drug store,52.4575659,13.3209079,3.2,33,,,2.0,6,"('Drug store', 'Cosmetics store', 'Grocery store', 'Perfume store')",POINT (13.31520707861178 52.46097842122274),50,Schloßstr.,Steglitz - Zehlendorf,['Beauty supplies store']
827,822,53527,Görtz 17 Schuhe,"Schloßstraße 34-36, 12163 Berlin, Germany",Shoe store,52.457979,13.3210808,3.6,41,,,3.17,12,"('Shoe store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.315379958387624 52.46139157222567),50,Schloßstr.,Steglitz - Zehlendorf,"[""Men's clothing store"", ""Women's clothing store"", 'Footwear store']"
828,823,53539,Tchibo,"Schloßstraße 102-103, 12163 Berlin, Germany",Coffee store,52.45987,13.32397,3.5,28,€€,2.0,2.57,7,"('Clothing store', ""Children's clothing store"", 'Coffee store', 'Home goods store')",POINT (13.31826946786125 52.46328290680469),50,Schloßstr.,Steglitz - Zehlendorf,"[""Children's clothing store"", 'Home supplies store', 'General clothing store']"
829,824,53546,HEMA,"Schloßstraße 4-5, 12163 Berlin, Germany",Department store,52.4637112,13.3268647,3.9,362,,,3.76,25,"('Clothing store', 'Baby store', 'Bedding store', 'Boutique', 'Department store', 'Cosmetics store', 'Gift shop', 'Party store', 'Stationery store')",POINT (13.321164226490255 52.4671246430807),61,Friedenau,Tempelhof - Schöneberg,"['Baby clothing store', 'Formal wear store', 'Beauty supplies store', 'Department store', 'Home supplies store', 'General clothing store']"
830,825,53571,Globetrotter Berlin,"Schloßstraße 20, 12163 Berlin, Germany",Store,52.4607628,13.3237267,4.3,3351,,,4.13,23,"('Store', 'Camping store', 'Outdoor clothing and equipment shop', 'Outdoor sports store')",POINT (13.318026005898394 52.4641757872961),50,Schloßstr.,Steglitz - Zehlendorf,"['Sportswear store', 'General clothing store']"
831,826,53594,Bonbon's First & Second Hand Berlin,"Albrechtstr. 110, 12167 Berlin, Germany",Used clothing store,52.4544526,13.3284047,4.1,22,,,3.92,24,"('Used clothing store',)",POINT (13.322705717429129 52.457865160941175),50,Schloßstr.,Steglitz - Zehlendorf,['Second hand clothing store']
832,827,53618,Mey Store,"Boulevard, Schloßstraße 15, 12163 Berlin, Germany",Lingerie store,52.463066,13.3241037,4.3,15,,,4.0,9,"('Lingerie store', 'Underwear store')",POINT (13.31840278060906 52.46647924336504),50,Schloßstr.,Steglitz - Zehlendorf,['Underwear store']
833,828,53627,Tchibo im Supermarkt,"Albrechtstr. 3, 12165 Berlin, Germany",Coffee store,52.4563276,13.3218682,5.0,1,,,5.0,1,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.316167722594296 52.45974003960458),50,Schloßstr.,Steglitz - Zehlendorf,"[""Women's clothing store"", 'General clothing store']"
834,829,53628,11teamsports Flagship Store Berlin,"Schloßstraße 88, 12163 Berlin, Germany",Sportswear store,52.4574732,13.3217015,4.0,380,,,3.58,33,"('Sportswear store', 'Soccer store')",POINT (13.316000842679475 52.46088574989946),50,Schloßstr.,Steglitz - Zehlendorf,['Sportswear store']
835,830,53661,Petit Bateau,"Schloßstraße 27, 12163 Berlin, Germany",Baby store,52.4592169,13.3226462,4.0,20,,,4.27,11,"('Baby store', ""Children's clothing store"", 'Clothing store', ""Women's clothing store"")",POINT (13.316945498502031 52.46262967554071),50,Schloßstr.,Steglitz - Zehlendorf,"[""Women's clothing store"", 'Baby clothing store', ""Children's clothing store"", 'General clothing store']"
836,831,53672,Hunkemöller,"Schloßstraße 15, 12163 Berlin, Germany",Lingerie store,52.4619126,13.3250933,4.3,86,,,4.48,54,"('Lingerie store', 'Clothing store', 'Swimwear store', ""Women's clothing store"")",POINT (13.319392719302817 52.46532577192665),50,Schloßstr.,Steglitz - Zehlendorf,"['Swimwear store', ""Women's clothing store"", 'Underwear store', 'General clothing store']"
837,832,53726,Nature department store in the Galleria,"in der Galleria, Schloßstraße 101, 12163 Berlin, Germany",Shopping mall,52.4595498,13.3236012,3.9,667,,,3.7,44,"('Clothing store', 'Shopping mall', 'Cosmetics store', 'Organic food store', 'Shoe store')",POINT (13.317900638536907 52.46296265595568),50,Schloßstr.,Steglitz - Zehlendorf,"['Beauty supplies store', 'Footwear store', 'Shopping mall', 'General clothing store']"
838,833,53770,Kaiser Friedrich Herrenhemden,"Kaiser-Friedrich-Straße 1A, 10585 Berlin, Germany",Clothing store,52.51897,13.29905,5.0,22,,,5.0,33,"('Clothing store',)",POINT (13.293337038188511 52.52238780817816),43,Schloß Charlottenburg,Charlottenburg-Wilm.,['General clothing store']
839,834,53803,Anderungsschneiderei Damen & Herren,"Hindenburgdamm 70, 12203 Berlin, Germany",Clothing store,52.4498506,13.315133,5.0,1,,,5.0,1,"('Clothing store',)",POINT (13.309432068433464 52.45326204594701),57,Drakestr.,Steglitz - Zehlendorf,['General clothing store']
840,835,53804,Esprit Store,"Schloßstraße 34, 12163 Berlin, Germany",Clothing store,52.457984,13.3198621,4.3,97,,,4.3,46,"('Clothing store',)",POINT (13.31416102417661 52.461396513998494),50,Schloßstr.,Steglitz - Zehlendorf,['General clothing store']
841,836,53850,Wunschbaum - Kindermode & Holzspielzeug,"Rüdesheimer Pl. 1, 14197 Berlin, Germany",Children's clothing store,52.4733941,13.3168674,4.9,14,,,5.0,20,"(""Children's clothing store"", 'Baby clothing store', 'Clothing store', 'Toy store')",POINT (13.311163758504236 52.47680806126123),2,Wiesbadener Straße,Charlottenburg-Wilm.,"['Baby clothing store', ""Children's clothing store"", 'General clothing store']"
842,837,53870,Bleibtreu Store Berlin,"Mainzer Str. 18, 10715 Berlin, Germany",Boutique,52.4801008,13.3262884,4.8,20,,,5.0,15,"('Boutique', ""Women's clothing store"")",POINT (13.320585697570655 52.48351590815947),16,Volkspark Wilmersdorf,Charlottenburg-Wilm.,"[""Women's clothing store"", 'Formal wear store']"
843,838,53885,Scorpio Mode & Accessiores,"Sybelstraße 47, 10629 Berlin, Germany",Used clothing store,52.501864,13.3017181,3.7,11,,,4.0,16,"('Used clothing store',)",POINT (13.296007868051705 52.505280170620736),44,Neue Kantstraße,Charlottenburg-Wilm.,['Second hand clothing store']
844,839,53901,"MK Mode, Inh. M. Kempinger","Heinsestraße 35, 13467 Berlin, Germany",Boutique,52.6172283,13.3063367,4.9,12,,,5.0,12,"('Boutique',)",POINT (13.300612355103855 52.62065660433432),6,Nord 1,Reinickendorf,['Formal wear store']
845,840,53913,Erdbeerengel,"Heinsestraße 27, 13467 Berlin, Germany",Children's clothing store,52.6165421,13.3070504,4.7,15,,,4.8,10,"(""Children's clothing store"", 'Fashion accessories store')",POINT (13.301326281879025 52.619970367990696),6,Nord 1,Reinickendorf,"['Fashion accessories store', ""Children's clothing store""]"
846,841,53923,Creme fresh,"Prenzlauer Berg, 10435 Berlin, Germany",Clothing store,52.5384519,13.4096184,4.2,13,,,4.17,48,"('Clothing store',)",POINT (13.403924145068261 52.541877048917215),35,Prenzlauer Berg Nordwest,Pankow,['General clothing store']
847,842,53971,PETTICOAT-SHOP-Berlin,"FRUCHTHAUS Berlin, Zionskirchstraße 39, 10119 Berlin, Germany",Clothing store,52.5344049,13.4047977,4.8,72,,,4.35,34,"('Clothing store', 'Bridal shop', 'Fashion designer', 'Vintage clothing store')",POINT (13.399103042465828 52.53782939886126),18,Brunnenstr. Süd,Mitte,"['Formal wear store', 'Vintage clothing store', 'Bridal store', 'General clothing store']"
848,843,54005,Kein Schmetterling,"Kastanienallee 38, 10119 Berlin, Germany",Men's clothing store,52.5355499,13.4062641,5.0,5,,,5.0,25,"(""Men's clothing store"", 'Mens tailor')",POINT (13.400569576057885 52.53897458771217),18,Brunnenstr. Süd,Mitte,"[""Men's clothing store""]"
849,844,54025,Kein Schmetterling,"Kastanienallee 38, 10119 Berlin, Germany",Men's clothing store,52.5355499,13.4062641,5.0,5,,,5.0,25,"(""Men's clothing store"", 'Gents Tailor')",POINT (13.400569576057885 52.53897458771217),18,Brunnenstr. Süd,Mitte,"[""Men's clothing store""]"
850,845,54030,Loretta,"Oderberger Str. 35, 10435 Berlin, Germany",Vintage clothing store,52.5399481,13.4054327,4.2,48,€€,2.0,4.06,132,"('Vintage clothing store',)",POINT (13.399737447130596 52.54337320211575),113,Brunnenstr. Nord,Mitte,['Vintage clothing store']
851,846,54162,FRED PERRY Berlin Mitte,"Neue Schönhauser Str. 10, 10178 Berlin, Germany",Clothing store,52.5245508,13.40347,4.3,100,,,3.83,144,"('Clothing store', 'Fashion accessories store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store"")",POINT (13.397776362087733 52.52797421687668),17,Alexanderplatz,Mitte,"[""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store', 'Footwear store', 'General clothing store']"
852,847,54306,Tchibo im Supermarkt,"Zabel-Krüger-Damm 29, 13469 Berlin, Germany",Coffee store,52.6096609,13.3288658,4.5,2,,,4.0,3,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.323146774615864 52.61308951140389),6,Nord 1,Reinickendorf,"[""Women's clothing store"", 'General clothing store']"
853,848,54309,Sachensucher Kindersecondhand,"Waidmannsluster Damm 193, 13469 Berlin, Germany",Used clothing store,52.6078082,13.3230823,4.7,22,,,5.0,18,"('Used clothing store', 'Baby clothing store', ""Children's clothing store"", 'Clothing store', 'Maternity store', 'Toy store', 'Used book store', 'Used CD store')",POINT (13.317362403759336 52.61123634084986),14,Nord 2,Reinickendorf,"['Baby clothing store', 'Second hand clothing store', ""Children's clothing store"", 'Maternity store', 'General clothing store']"
854,849,54327,Ernsting's family,"Oraniendamm 6-10, 13469 Berlin, Germany",Clothing store,52.6074596,13.325573,3.5,36,,,3.36,33,"('Clothing store',)",POINT (13.319853628170874 52.610887825138704),14,Nord 2,Reinickendorf,['General clothing store']
855,850,54360,TAKKO FASHION Berlin,"Oraniendamm 6-10, 13469 Berlin, Germany",Clothing store,52.6068439,13.3259002,4.1,137,,,4.12,99,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", ""Women's clothing store"")",POINT (13.320180971316768 52.610272077373004),14,Nord 2,Reinickendorf,"[""Men's clothing store"", ""Women's clothing store"", ""Children's clothing store"", 'General clothing store']"
856,851,54459,C&A,"Lankwitzer Str. 19-24, 12209 Berlin, Germany",Clothing store,52.429173,13.3288313,3.8,204,,,3.71,68,"('Clothing store', 'Dress store', ""Men's clothing store"", 'Outerwear store', ""Women's clothing store"")",POINT (13.323135660656444 52.43258297010952),117,Ostpreußendamm,Steglitz - Zehlendorf,"['Sportswear store', ""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
857,852,54527,boutique mb,"Kranoldpl. 5, 12209 Berlin, Germany",Clothing store,52.4282993,13.3271292,5.0,2,,,5.0,4,"('Clothing store',)",POINT (13.321433347278585 52.43170909786078),117,Ostpreußendamm,Steglitz - Zehlendorf,['General clothing store']
858,853,54531,Boutique Pinky,"Oberhofer Weg 3, 12209 Berlin, Germany",Clothing store,52.427333,13.3268742,5.0,3,,,5.0,6,"('Clothing store',)",POINT (13.321178423011041 52.43074268575443),117,Ostpreußendamm,Steglitz - Zehlendorf,['General clothing store']
859,854,54537,Lilinki GmbH,"Lessingstraße 79, 13158 Berlin, Germany",Children's clothing store,52.5894737,13.359649,5.0,8,,,5.0,32,"(""Children's clothing store"",)",POINT (13.353938521978032 52.59290171235749),105,MV 1,Reinickendorf,"[""Children's clothing store""]"
860,855,54569,BONITA,"Senftenberger Ring 5A, 13439 Berlin, Germany",Women's clothing store,52.5972619,13.3543218,4.4,17,,,4.52,31,"(""Women's clothing store"", 'Dress store')",POINT (13.348609284669788 52.60069045968849),105,MV 1,Reinickendorf,"[""Women's clothing store""]"
861,856,54600,The Haus Apparel Gmbh,"Hertzstraße 71, 13158 Berlin, Germany",Clothing store,52.5855675,13.3578711,3.0,2,,,3.0,8,"('Clothing store',)",POINT (13.352160787917853 52.5889950232332),31,Schönholz/Wilhelmsruh/Rosenthal,Pankow,['General clothing store']
862,857,54608,Pink Star,"Uhlandstraße 53, 10719 Berlin, Germany",Clothing store,52.4961641,13.3237257,5.0,2,,,5.0,4,"('Clothing store',)",POINT (13.318020427720233 52.49958074365054),102,Kurfürstendamm,Charlottenburg-Wilm.,['General clothing store']
863,858,54612,KEY-CLOTHING box,"Berliner Straße 1, 10715 Berlin, Germany",Women's clothing store,52.48831,13.3363447,3.0,2,,,3.0,4,"(""Women's clothing store"",)",POINT (13.330642864530448 52.49172644078962),16,Volkspark Wilmersdorf,Charlottenburg-Wilm.,"[""Women's clothing store""]"
864,859,54616,Backstage Store,"Güntzelstraße 19, 10717 Berlin, Germany",Clothing store,52.4915167,13.3261105,3.0,3,,,3.0,9,"('Clothing store',)",POINT (13.320406286667824 52.49493297865672),46,Düsseldorfer Straße,Charlottenburg-Wilm.,['General clothing store']
865,860,54625,unit-f,"10719 Berlin City-West, Germany",Clothing store,52.4977116,13.3238093,5.0,2,,,5.0,1,"('Clothing store',)",POINT (13.318103843421317 52.50112840750473),102,Kurfürstendamm,Charlottenburg-Wilm.,['General clothing store']
866,861,54626,Christiane Otto,"Ludwigkirchstraße 2, 10719 Berlin, Germany",Clothing store,52.4982345,13.3256804,3.0,2,,,3.0,6,"('Clothing store',)",POINT (13.319975234663548 52.50165145173431),102,Kurfürstendamm,Charlottenburg-Wilm.,['General clothing store']
867,862,54632,Pure Panda,"Georg-Wilhelm-Straße 7, 10711 Berlin, Germany",Used clothing store,52.4988926,13.2907185,5.0,2,,,5.0,6,"('Used clothing store',)",POINT (13.28500654350796 52.50230793286444),44,Neue Kantstraße,Charlottenburg-Wilm.,['Second hand clothing store']
868,863,54638,Hautnah Eccentric Fashion,"Uhlandstraße 170, 10719 Berlin, Germany",Clothing store,52.5009607,13.3252647,4.5,163,,,4.14,103,"('Clothing store', 'Lingerie store', 'Shoe store')",POINT (13.319559101953057 52.50437791324638),102,Kurfürstendamm,Charlottenburg-Wilm.,"['Underwear store', 'Footwear store', 'General clothing store']"
869,864,54741,MATSOUR'I,"Brandenburgische Str. 25, 10707 Berlin, Germany",Women's clothing store,52.4969713,13.3083183,4.6,15,,,4.64,22,"(""Women's clothing store"", 'Bridal shop', 'Fashion designer', 'Shoe store')",POINT (13.302609967887479 52.50038728385654),44,Neue Kantstraße,Charlottenburg-Wilm.,"[""Women's clothing store"", 'Formal wear store', 'Footwear store', 'Bridal store']"
870,865,54763,majorcom-Fachhandel,"Eisenzahnstraße 14, 10709 Berlin, Germany",Fashion accessories store,52.4952046,13.3046669,5.0,1,,,5.0,1,"('Fashion accessories store', 'Cell phone store', 'Coffee vending machine', 'Furnace store', ""Men's clothing store"", 'RV supply store', 'Solar photovoltaic power plant', 'Toy store', 'Watch store', ""Women's clothing store"")",POINT (13.298958096410779 52.498620225238184),97,Halensee,Charlottenburg-Wilm.,"[""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store']"
